Index,Adj Close
418,473.34747314453125
419,473.486572265625
420,484.953857421875
421,486.1164855957031
422,495.1789855957031
423,498.84576416015625
424,504.3011474609375
425,504.8774719238281
426,511.5650329589844
427,511.70416259765625
428,518.908447265625
429,521.387939453125
430,511.42010498046875
431,516.334228515625
432,497.9136657714844
433,501.87091064453125
434,503.40594482421875
435,518.4972534179688
436,526.9898681640625
437,524.2686767578125
438,520.9293823242188
439,532.940673828125
440,540.7056274414062
441,545.240966796875
442,544.613037109375
443,551.4600219726562
444,556.47998046875
445,552.6599731445312
446,538.4099731445312
447,543.010009765625
448,530.6500244140625
449,553.0700073242188
450,556.219970703125
451,558.3499755859375
452,549.6099853515625
453,559.0900268554688
454,562.010009765625
